permutation with time shift,react,from,to,corresponds to transition
"(2,0);(1,1)",mov,379,433,2581
"(2,1);(1,0)",mov,379,426,2582
"(1,0);(2,1)",stay,379,379,2583
"(1,1);(2,0)",stay,379,379,2584
"(1,1);(2,0)",mov,379,375,2585
"(2,1);(1,0)",mov,379,372,2586
"(1,1);(2,0)",mov,379,377,2587
"(1,1);(2,0)",mov,380,450,2588
"(1,1);(2,0)",mov,380,427,2589
"(2,1);(1,0)",mov,380,430,2590
"(1,0);(2,1)",stay,380,380,2591
"(1,1);(2,0)",stay,380,380,2592
"(2,1);(1,0)",mov,380,378,2593
"(2,1);(1,0)",mov,380,376,2594
"(1,1);(2,0)",mov,380,374,2595
"(1,0);(2,1)",mov,381,446,2596
"(1,0);(2,1)",mov,381,416,2597
"(1,1);(2,0)",mov,381,255,2598
"(2,1);(1,0)",mov,381,339,2599
"(1,1);(2,0)",mov,381,338,2600
"(2,0);(1,1)",mov,381,366,2601
"(1,1);(2,0)",stay,381,381,2602
"(1,0);(2,1)",stay,381,381,2603
"(1,1);(2,0)",mov,382,445,2604
"(1,1);(2,0)",mov,382,415,2605
"(2,1);(1,0)",mov,382,413,2606
"(1,0);(2,1)",mov,382,339,2607
"(2,0);(1,1)",mov,382,338,2608
"(1,0);(2,1)",mov,382,256,2609
"(1,0);(2,1)",mov,382,370,2610
"(1,1);(2,0)",mov,382,305,2611
"(1,0);(2,1)",stay,382,382,2612
"(1,1);(2,0)",stay,382,382,2613
"(2,0);(1,2)",get2,383,464,2614
"(2,1);(1,0)",mov,383,443,2615
"(2,1);(1,0)",mov,383,416,2616
"(1,0);(2,1)",mov,383,415,2617
"(1,1);(2,0)",mov,383,256,2618
"(2,0);(1,1)",mov,383,255,2619
"(2,0);(1,1)",mov,383,368,2620
"(1,1);(2,0)",stay,383,383,2621
"(1,0);(2,1)",stay,383,383,2622
"(1,1);(2,0)",mov,384,331,2623
"(2,1);(1,0)",mov,384,331,2624
"(1,0);(2,1)",mov,384,251,2625
"(2,0);(1,1)",mov,384,251,2626
"(2,1);(1,0)",mov,384,249,2627
"(1,1);(2,0)",mov,384,249,2628
"(2,0);(1,1)",stay,384,384,2629
"(1,0);(2,1)",stay,384,384,2630
"(1,0);(2,3)",set2,385,427,2631
"(2,0);(1,3)",set2,385,427,2632
"(1,1);(2,0)",mov,385,333,2633
"(2,1);(1,0)",mov,385,333,2634
"(2,1);(1,0)",mov,385,251,2635
"(1,1);(2,0)",mov,385,251,2636
"(1,0);(2,1)",mov,385,250,2637
"(2,0);(1,1)",mov,385,250,2638
"(1,0);(2,1)",stay,385,385,2639
"(2,0);(1,1)",stay,385,385,2640
"(2,3);(1,0)",set2,386,398,2641
"(2,1);(1,0)",mov,386,354,2642
"(1,1);(2,0)",mov,386,356,2643
"(2,0);(1,1)",mov,386,273,2644
"(1,0);(2,1)",mov,386,272,2645
"(1,0);(2,1)",mov,386,277,2646
"(2,0);(1,1)",mov,386,276,2647
"(1,0);(2,1)",stay,386,386,2648
"(1,1);(2,0)",stay,386,386,2649
"(2,0);(1,2)",set1,387,426,2650
"(1,0);(2,1)",mov,387,355,2651
"(2,0);(1,1)",mov,387,359,2652
"(1,1);(2,0)",mov,387,272,2653
"(2,1);(1,0)",mov,387,273,2654
"(1,0);(2,1)",mov,387,275,2655
"(2,0);(1,1)",mov,387,274,2656
"(1,0);(2,1)",stay,387,387,2657
"(1,1);(2,0)",stay,387,387,2658
"(2,1);(1,0)",mov,388,404,2659
"(1,1);(2,0)",mov,388,402,2660
"(1,1);(2,0)",mov,388,359,2661
"(2,1);(1,0)",mov,388,355,2662
"(2,0);(1,1)",mov,388,291,2663
"(1,0);(2,1)",mov,388,287,2664
"(1,0);(2,1)",mov,388,288,2665
"(2,0);(1,1)",mov,388,293,2666
"(1,1);(2,0)",stay,388,388,2667
"(1,0);(2,1)",stay,388,388,2668
"(1,1);(2,0)",mov,389,405,2669
"(2,1);(1,0)",mov,389,401,2670
"(1,0);(2,1)",mov,389,356,2671
"(2,0);(1,1)",mov,389,354,2672
"(1,0);(2,1)",mov,389,292,2673
"(2,0);(1,1)",mov,389,290,2674
"(1,1);(2,0)",mov,389,286,2675
"(1,0);(2,1)",mov,389,289,2676
"(1,0);(2,1)",stay,389,389,2677
"(1,1);(2,0)",stay,389,389,2678
"(1,0);(2,1)",mov,390,413,2679
"(2,0);(1,1)",mov,390,305,2680
"(1,0);(2,1)",stay,390,390,2681
"(1,1);(2,0)",stay,390,390,2682
"(1,1);(2,0)",mov,369,442,2683
"(2,0);(1,1)",mov,369,398,2684
"(2,1);(1,0)",mov,369,397,2685
"(1,0);(2,1)",stay,369,369,2686
"(1,1);(2,0)",stay,369,369,2687
"(1,0);(2,1)",mov,369,368,2688
"(1,0);(2,1)",mov,369,367,2689
"(2,0);(1,1)",mov,369,366,2690
"(2,2);(1,0)",set1,370,463,2691
"(2,0);(1,1)",mov,370,443,2692
"(2,1);(1,0)",mov,370,444,2693
"(1,1);(2,0)",mov,370,396,2694
"(1,0);(2,1)",mov,370,399,2695
"(1,1);(2,0)",mov,370,266,2696
"(1,0);(2,1)",stay,370,370,2697
"(1,1);(2,0)",stay,370,370,2698
"(2,1);(1,0)",mov,370,367,2699
"(1,1);(2,0)",mov,370,366,2700
"(1,0);(2,3)",set2,371,462,2701
"(2,0);(1,1)",mov,371,454,2702
"(1,0);(2,1)",mov,371,447,2703
"(2,0);(1,1)",mov,371,432,2704
"(1,0);(2,1)",mov,371,431,2705
"(1,1);(2,0)",mov,371,271,2706
"(1,0);(2,1)",stay,371,371,2707
"(1,1);(2,0)",stay,371,371,2708
"(1,0);(2,1)",mov,371,375,2709
"(2,0);(1,1)",mov,371,372,2710
"(1,3);(2,0)",set2,372,461,2711
"(2,0);(1,1)",mov,372,449,2712
"(1,0);(2,1)",mov,372,454,2713
"(1,1);(2,0)",mov,372,426,2714
"(1,0);(2,1)",mov,372,432,2715
"(1,0);(2,1)",stay,372,372,2716
"(1,1);(2,0)",stay,372,372,2717
"(2,1);(1,0)",mov,372,371,2718
"(2,0);(1,1)",mov,372,379,2719
"(2,0);(1,1)",mov,373,456,2720
"(2,1);(1,0)",mov,373,448,2721
"(2,0);(1,1)",mov,373,428,2722
"(1,0);(2,1)",mov,373,429,2723
"(1,1);(2,0)",mov,373,268,2724
"(1,0);(2,1)",stay,373,373,2725
"(1,1);(2,0)",stay,373,373,2726
"(1,0);(2,1)",mov,373,376,2727
"(2,0);(1,1)",mov,373,374,2728
"(1,0);(2,1)",mov,374,456,2729
"(1,1);(2,0)",mov,374,450,2730
"(1,0);(2,1)",mov,374,428,2731
"(1,1);(2,0)",mov,374,427,2732
"(1,0);(2,1)",stay,374,374,2733
"(1,1);(2,0)",stay,374,374,2734
"(2,1);(1,0)",mov,374,373,2735
"(1,1);(2,0)",mov,374,380,2736
"(1,0);(2,1)",mov,375,447,2737
"(1,0);(2,1)",mov,375,431,2738
"(2,0);(1,1)",mov,375,433,2739
"(1,1);(2,0)",mov,375,269,2740
"(1,0);(2,1)",stay,375,375,2741
"(1,1);(2,0)",stay,375,375,2742
"(1,0);(2,1)",mov,375,371,2743
"(1,1);(2,0)",mov,375,377,2744
"(1,1);(2,0)",mov,375,379,2745
"(2,1);(1,0)",mov,376,448,2746
"(1,1);(2,0)",mov,376,430,2747
"(1,0);(2,1)",mov,376,429,2748
"(1,1);(2,0)",mov,376,270,2749
"(1,0);(2,1)",stay,376,376,2750
"(1,1);(2,0)",stay,376,376,2751
"(1,1);(2,0)",mov,376,378,2752
"(2,0);(1,1)",mov,376,380,2753
"(1,0);(2,1)",mov,376,373,2754
"(2,0);(1,2)",get2,361,430,2755
"(1,0);(2,2)",get2,361,430,2756
"(1,0);(2,1)",get1,361,397,2757
"(2,0);(1,1)",get1,361,397,2758
"(2,0);(1,1)",mov,361,253,2759
"(1,0);(2,1)",mov,361,253,2760
"(2,1);(1,0)",mov,361,254,2761
"(1,1);(2,0)",mov,361,254,2762
"(2,1);(1,0)",mov,361,252,2763
"(1,1);(2,0)",mov,361,252,2764
"(2,0);(1,1)",stay,361,361,2765
"(1,0);(2,1)",stay,361,361,2766
"(1,1);(2,0)",mov,362,455,2767
"(2,1);(1,0)",mov,362,441,2768
"(2,0);(1,1)",mov,362,436,2769
"(1,1);(2,0)",mov,362,325,2770
"(1,0);(2,1)",mov,362,326,2771
"(1,0);(2,1)",stay,362,362,2772
"(1,1);(2,0)",stay,362,362,2773
"(1,0);(2,1)",mov,362,296,2774
"(2,1);(1,0)",mov,362,372,2775
"(2,1);(1,0)",mov,363,451,2776
"(2,0);(1,1)",mov,363,440,2777
"(1,0);(2,1)",mov,363,437,2778
"(2,1);(1,0)",mov,363,329,2779
"(1,1);(2,0)",mov,363,324,2780
"(1,0);(2,1)",stay,363,363,2781
"(1,1);(2,0)",stay,363,363,2782
"(1,1);(2,0)",mov,363,295,2783
"(1,1);(2,0)",mov,363,374,2784
"(2,3);(1,0)",set2,364,457,2785
"(1,1);(2,0)",mov,364,452,2786
"(2,0);(1,1)",mov,364,435,2787
"(1,1);(2,0)",mov,364,243,2788
"(1,0);(2,1)",mov,364,329,2789
"(2,0);(1,1)",mov,364,324,2790
"(1,0);(2,1)",stay,364,364,2791
"(1,1);(2,0)",stay,364,364,2792
"(1,0);(2,1)",mov,364,294,2793
"(1,0);(2,1)",mov,364,373,2794
"(2,1);(1,0)",mov,365,453,2795
"(1,0);(2,1)",mov,365,434,2796
"(2,1);(1,0)",mov,365,242,2797
"(2,1);(1,0)",mov,365,326,2798
"(2,0);(1,1)",mov,365,325,2799
"(1,0);(2,1)",stay,365,365,2800
"(1,1);(2,0)",stay,365,365,2801
"(1,1);(2,0)",mov,365,297,2802
"(2,0);(1,1)",mov,365,371,2803
"(1,0);(2,2)",set1,366,461,2804
"(2,0);(1,1)",mov,366,443,2805
"(2,1);(1,0)",mov,366,442,2806
"(1,1);(2,0)",mov,366,396,2807
"(1,0);(2,1)",mov,366,398,2808
"(1,0);(2,1)",stay,366,366,2809
"(1,1);(2,0)",stay,366,366,2810
"(2,1);(1,0)",mov,366,369,2811
"(1,1);(2,0)",mov,366,370,2812
"(1,1);(2,0)",mov,367,444,2813
"(2,0);(1,1)",mov,367,399,2814
"(2,1);(1,0)",mov,367,397,2815
"(2,1);(1,0)",mov,367,267,2816
"(1,0);(2,1)",stay,367,367,2817
"(1,1);(2,0)",stay,367,367,2818
"(1,0);(2,1)",mov,367,368,2819
"(2,0);(1,1)",mov,367,370,2820
"(1,0);(2,1)",mov,367,369,2821
"(1,1);(2,0)",mov,368,446,2822
"(2,0);(1,1)",mov,368,445,2823
"(2,0);(1,1)",mov,368,396,2824
"(2,1);(1,0)",mov,368,397,2825
"(1,0);(2,1)",stay,368,368,2826
"(1,1);(2,0)",stay,368,368,2827
"(1,0);(2,1)",mov,368,369,2828
"(1,0);(2,1)",mov,368,367,2829
"(2,0);(1,1)",mov,353,457,2830
"(1,0);(2,1)",mov,353,422,2831
"(1,0);(2,1)",mov,353,423,2832
"(1,0);(2,1)",mov,353,391,2833
"(1,0);(2,1)",stay,353,353,2834
"(1,1);(2,0)",stay,353,353,2835
"(1,0);(2,1)",mov,354,459,2836
"(2,0);(1,1)",mov,354,419,2837
"(1,0);(2,1)",stay,354,354,2838
"(1,1);(2,0)",stay,354,354,2839
"(2,0);(1,1)",mov,354,272,2840
"(2,1);(1,0)",mov,354,355,2841
"(2,0);(1,1)",mov,354,277,2842
"(2,1);(1,0)",mov,354,357,2843
"(2,0);(1,1)",mov,354,386,2844
"(2,0);(1,1)",mov,355,459,2845
"(1,2);(2,0)",set1,355,449,2846
"(2,1);(1,0)",mov,355,420,2847
"(1,0);(2,1)",stay,355,355,2848
"(1,1);(2,0)",stay,355,355,2849
"(1,0);(2,1)",mov,355,275,2850
"(2,1);(1,0)",mov,355,273,2851
"(2,0);(1,1)",mov,355,354,2852
"(1,1);(2,0)",mov,355,357,2853
"(1,0);(2,1)",mov,355,387,2854
"(2,1);(1,0)",mov,356,459,2855
"(1,0);(2,3)",set2,356,442,2856
"(1,1);(2,0)",mov,356,410,2857
"(1,0);(2,1)",stay,356,356,2858
"(1,1);(2,0)",stay,356,356,2859
"(2,1);(1,0)",mov,356,359,2860
"(2,0);(1,1)",mov,356,276,2861
"(2,0);(1,1)",mov,356,273,2862
"(1,0);(2,1)",mov,356,358,2863
"(1,1);(2,0)",mov,356,386,2864
"(2,0);(1,1)",mov,357,459,2865
"(2,1);(1,0)",mov,357,418,2866
"(1,0);(2,1)",stay,357,357,2867
"(1,1);(2,0)",stay,357,357,2868
"(2,0);(1,1)",mov,357,354,2869
"(2,1);(1,0)",mov,357,276,2870
"(2,1);(1,0)",mov,357,274,2871
"(1,1);(2,0)",mov,357,355,2872
"(2,1);(1,0)",mov,357,308,2873
"(2,1);(1,0)",mov,358,459,2874
"(2,0);(1,1)",mov,358,409,2875
"(1,0);(2,1)",stay,358,358,2876
"(1,1);(2,0)",stay,358,358,2877
"(1,0);(2,1)",mov,358,356,2878
"(2,1);(1,0)",mov,358,359,2879
"(1,1);(2,0)",mov,358,277,2880
"(1,1);(2,0)",mov,358,275,2881
"(2,0);(1,1)",mov,358,308,2882
"(1,1);(2,0)",mov,359,459,2883
"(2,1);(1,0)",mov,359,408,2884
"(1,0);(2,1)",stay,359,359,2885
"(1,1);(2,0)",stay,359,359,2886
"(2,1);(1,0)",mov,359,272,2887
"(1,0);(2,1)",mov,359,274,2888
"(2,0);(1,1)",mov,359,358,2889
"(2,0);(1,1)",mov,359,356,2890
"(2,1);(1,0)",mov,359,387,2891
"(1,0);(2,1)",mov,360,460,2892
"(2,1);(1,0)",mov,360,316,2893
"(1,0);(2,1)",mov,360,317,2894
"(1,0);(2,1)",stay,360,360,2895
"(1,1);(2,0)",stay,360,360,2896
"(2,1);(1,0)",mov,360,282,2897
"(1,1);(2,0)",mov,360,312,2898
"(1,1);(2,0)",mov,345,411,2899
"(2,1);(1,0)",mov,345,411,2900
"(1,1);(2,0)",mov,345,240,2901
"(2,1);(1,0)",mov,345,240,2902
"(2,1);(1,0)",mov,345,238,2903
"(1,1);(2,0)",mov,345,238,2904
"(2,0);(1,1)",mov,345,333,2905
"(1,0);(2,1)",mov,345,333,2906
"(2,0);(1,1)",stay,345,345,2907
"(1,0);(2,1)",stay,345,345,2908
"(2,2);(1,0)",get2,346,409,2909
"(2,2);(1,0)",get2,346,409,2910
"(1,1);(2,0)",stay,346,346,2911
"(1,0);(2,1)",stay,346,346,2912
"(2,1);(1,0)",mov,346,265,2913
"(2,1);(1,0)",mov,346,263,2914
"(2,1);(1,0)",mov,346,264,2915
"(2,0);(1,1)",mov,346,278,2916
"(2,0);(1,1)",mov,347,444,2917
"(1,0);(2,1)",stay,347,347,2918
"(1,1);(2,0)",stay,347,347,2919
"(1,0);(2,1)",mov,347,266,2920
"(1,0);(2,1)",mov,347,348,2921
"(1,0);(2,1)",mov,347,267,2922
"(2,1);(1,0)",mov,348,403,2923
"(1,1);(2,0)",mov,348,399,2924
"(1,0);(2,1)",stay,348,348,2925
"(1,1);(2,0)",stay,348,348,2926
"(1,0);(2,1)",mov,348,347,2927
"(1,0);(2,1)",mov,348,266,2928
"(1,0);(2,1)",mov,348,267,2929
"(1,1);(2,0)",mov,349,429,2930
"(2,1);(1,0)",mov,349,424,2931
"(1,0);(2,1)",stay,349,349,2932
"(1,1);(2,0)",stay,349,349,2933
"(1,0);(2,1)",mov,349,351,2934
"(1,0);(2,1)",mov,349,268,2935
"(1,0);(2,1)",mov,349,270,2936
"(1,1);(2,0)",mov,350,447,2937
"(1,0);(2,1)",stay,350,350,2938
"(1,1);(2,0)",stay,350,350,2939
"(1,0);(2,1)",mov,350,352,2940
"(1,0);(2,1)",mov,350,271,2941
"(1,0);(2,1)",mov,350,269,2942
"(2,0);(1,1)",mov,351,448,2943
"(1,0);(2,3)",set2,351,392,2944
"(1,0);(2,1)",stay,351,351,2945
"(1,1);(2,0)",stay,351,351,2946
"(1,0);(2,1)",mov,351,349,2947
"(1,0);(2,1)",mov,351,268,2948
"(1,0);(2,1)",mov,351,270,2949
"(1,1);(2,0)",mov,352,431,2950
"(2,1);(1,0)",mov,352,425,2951
"(1,0);(2,1)",stay,352,352,2952
"(1,1);(2,0)",stay,352,352,2953
"(1,0);(2,1)",mov,352,350,2954
"(1,0);(2,1)",mov,352,271,2955
"(1,0);(2,1)",mov,352,269,2956
"(2,0);(1,1)",mov,337,411,2957
"(2,0);(1,1)",mov,337,394,2958
"(1,0);(2,1)",mov,337,240,2959
"(1,0);(2,1)",stay,337,337,2960
"(1,1);(2,0)",stay,337,337,2961
"(2,0);(1,1)",mov,337,334,2962
"(2,1);(1,0)",mov,338,445,2963
"(2,1);(1,0)",mov,338,415,2964
"(1,1);(2,0)",mov,338,414,2965
"(1,0);(2,1)",stay,338,338,2966
"(1,1);(2,0)",stay,338,338,2967
"(1,1);(2,0)",mov,338,255,2968
"(2,0);(1,1)",mov,338,366,2969
"(2,1);(1,0)",mov,338,382,2970
"(1,1);(2,0)",mov,338,381,2971
"(2,0);(1,1)",mov,339,446,2972
"(2,0);(1,1)",mov,339,416,2973
"(1,0);(2,1)",stay,339,339,2974
"(1,1);(2,0)",stay,339,339,2975
"(1,0);(2,1)",mov,339,256,2976
"(1,0);(2,1)",mov,339,370,2977
"(1,1);(2,0)",mov,339,304,2978
"(1,0);(2,1)",mov,339,382,2979
"(2,0);(1,1)",mov,339,381,2980
"(1,0);(2,1)",get1,340,418,2981
"(2,2);(1,0)",get2,340,393,2982
"(1,1);(2,0)",stay,340,340,2983
"(1,0);(2,1)",stay,340,340,2984
"(2,1);(1,0)",mov,340,258,2985
"(1,0);(2,1)",mov,340,257,2986
"(2,1);(1,0)",mov,340,259,2987
"(2,0);(1,1)",mov,340,309,2988
"(1,0);(2,1)",mov,341,439,2989
"(2,0);(1,1)",mov,341,244,2990
"(1,0);(2,1)",stay,341,341,2991
"(1,1);(2,0)",stay,341,341,2992
"(2,1);(1,0)",mov,342,438,2993
"(2,0);(1,1)",mov,342,241,2994
"(1,0);(2,1)",stay,342,342,2995
"(1,1);(2,0)",stay,342,342,2996
"(1,0);(2,1)",mov,343,417,2997
"(2,0);(1,1)",mov,343,235,2998
"(2,1);(1,0)",mov,343,337,2999
"(2,1);(1,0)",mov,343,335,3000
"(1,1);(2,0)",stay,343,343,3001
"(1,0);(2,1)",stay,343,343,3002
"(1,0);(2,1)",mov,343,260,3003
"(1,1);(2,0)",mov,344,412,3004
"(2,1);(1,0)",mov,344,412,3005
"(2,0);(1,1)",mov,344,237,3006
"(1,0);(2,1)",mov,344,237,3007
"(2,0);(1,1)",mov,344,239,3008
"(1,0);(2,1)",mov,344,239,3009
"(2,0);(1,1)",mov,344,331,3010
"(1,0);(2,1)",mov,344,331,3011
"(1,0);(2,1)",stay,344,344,3012
"(2,0);(1,1)",stay,344,344,3013
"(1,1);(2,0)",mov,329,451,3014
"(1,0);(2,1)",mov,329,438,3015
"(2,0);(1,1)",mov,329,437,3016
"(1,1);(2,0)",mov,329,241,3017
"(1,0);(2,1)",stay,329,329,3018
"(1,1);(2,0)",stay,329,329,3019
"(1,0);(2,1)",mov,329,364,3020
"(2,0);(1,1)",mov,329,363,3021
"(1,0);(2,1)",mov,329,294,3022
"(1,0);(2,1)",mov,329,373,3023
"(2,2);(1,0)",get2,330,433,3024
"(1,2);(2,0)",get2,330,433,3025
"(1,2);(2,0)",get2,330,433,3026
"(2,2);(1,0)",get2,330,433,3027
"(2,1);(1,0)",stay,330,330,3028
"(1,1);(2,0)",stay,330,330,3029
"(2,0);(1,1)",mov,330,301,3030
"(1,0);(2,1)",mov,330,301,3031
"(1,0);(2,1)",mov,330,302,3032
"(2,0);(1,1)",mov,330,302,3033
"(1,0);(2,1)",mov,330,303,3034
"(2,0);(1,1)",mov,330,303,3035
"(1,0);(2,1)",mov,331,458,3036
"(1,1);(2,0)",mov,331,395,3037
"(1,0);(2,1)",stay,331,331,3038
"(1,1);(2,0)",stay,331,331,3039
"(1,0);(2,1)",mov,331,333,3040
"(1,0);(2,1)",mov,331,332,3041
"(1,1);(2,0)",mov,331,249,3042
"(2,0);(1,1)",mov,331,251,3043
"(2,0);(1,1)",mov,331,384,3044
"(1,0);(2,1)",mov,332,458,3045
"(2,0);(1,1)",mov,332,393,3046
"(1,0);(2,1)",stay,332,332,3047
"(1,1);(2,0)",stay,332,332,3048
"(1,0);(2,1)",mov,332,333,3049
"(1,0);(2,1)",mov,332,331,3050
"(1,1);(2,0)",mov,332,250,3051
"(2,0);(1,1)",mov,332,249,3052
"(2,0);(1,1)",mov,332,306,3053
"(1,0);(2,1)",mov,333,458,3054
"(1,0);(2,3)",set2,333,450,3055
"(1,1);(2,0)",mov,333,394,3056
"(1,0);(2,1)",stay,333,333,3057
"(1,1);(2,0)",stay,333,333,3058
"(1,1);(2,0)",mov,333,251,3059
"(1,0);(2,1)",mov,333,331,3060
"(2,0);(1,1)",mov,333,250,3061
"(1,0);(2,1)",mov,333,332,3062
"(2,0);(1,1)",mov,333,385,3063
"(1,0);(2,1)",mov,334,411,3064
"(1,0);(2,1)",mov,334,394,3065
"(2,0);(1,1)",mov,334,238,3066
"(1,1);(2,0)",stay,334,334,3067
"(1,0);(2,1)",stay,334,334,3068
"(2,1);(1,0)",mov,334,337,3069
"(1,3);(2,0)",set2,335,440,3070
"(2,0);(1,1)",mov,335,412,3071
"(2,0);(1,1)",mov,335,395,3072
"(2,1);(1,0)",mov,335,239,3073
"(1,0);(2,1)",stay,335,335,3074
"(1,1);(2,0)",stay,335,335,3075
"(2,0);(1,1)",mov,335,336,3076
"(1,0);(2,1)",mov,336,412,3077
"(1,0);(2,1)",mov,336,395,3078
"(1,1);(2,0)",mov,336,237,3079
"(1,0);(2,1)",stay,336,336,3080
"(1,1);(2,0)",stay,336,336,3081
"(2,1);(1,0)",mov,336,335,3082
"(1,0);(2,3)",set2,321,414,3083
"(1,0);(2,1)",mov,321,408,3084
"(1,0);(2,1)",mov,321,404,3085
"(1,1);(2,0)",stay,321,321,3086
"(1,0);(2,1)",stay,321,321,3087
"(1,0);(2,1)",mov,321,318,3088
"(1,1);(2,0)",mov,321,291,3089
"(1,1);(2,0)",mov,322,462,3090
"(1,0);(2,1)",mov,322,406,3091
"(1,0);(2,1)",mov,322,407,3092
"(1,0);(2,1)",stay,322,322,3093
"(1,1);(2,0)",stay,322,322,3094
"(1,0);(2,1)",mov,322,323,3095
"(2,0);(1,1)",mov,323,463,3096
"(1,0);(2,1)",mov,323,406,3097
"(1,0);(2,1)",mov,323,407,3098
"(1,0);(2,1)",stay,323,323,3099
"(1,1);(2,0)",stay,323,323,3100
"(1,0);(2,1)",mov,323,322,3101
"(2,1);(1,0)",mov,324,452,3102
"(1,0);(2,1)",mov,324,435,3103
"(1,3);(2,0)",set2,324,400,3104
"(1,1);(2,0)",stay,324,324,3105
"(1,0);(2,1)",stay,324,324,3106
"(1,1);(2,0)",mov,324,295,3107
"(2,1);(1,0)",mov,324,364,3108
"(1,1);(2,0)",mov,324,363,3109
"(1,1);(2,0)",mov,324,374,3110
"(1,1);(2,0)",mov,325,455,3111
"(2,1);(1,0)",mov,325,439,3112
"(2,0);(1,1)",mov,325,436,3113
"(1,1);(2,0)",mov,325,244,3114
"(1,0);(2,1)",stay,325,325,3115
"(1,1);(2,0)",stay,325,325,3116
"(2,1);(1,0)",mov,325,365,3117
"(1,1);(2,0)",mov,325,362,3118
"(2,1);(1,0)",mov,325,297,3119
"(1,0);(2,1)",mov,325,371,3120
"(1,1);(2,0)",mov,326,453,3121
"(2,0);(1,1)",mov,326,434,3122
"(1,1);(2,0)",stay,326,326,3123
"(1,0);(2,1)",stay,326,326,3124
"(1,0);(2,1)",mov,326,296,3125
"(2,0);(1,1)",mov,326,365,3126
"(1,0);(2,1)",mov,326,362,3127
"(2,1);(1,0)",mov,326,372,3128
"(1,1);(2,0)",mov,327,454,3129
"(1,1);(2,0)",mov,327,434,3130
"(1,1);(2,0)",mov,327,436,3131
"(1,0);(2,2)",get2,327,421,3132
"(1,1);(2,0)",stay,327,327,3133
"(1,0);(2,1)",stay,327,327,3134
"(1,0);(2,1)",mov,327,297,3135
"(2,1);(1,0)",mov,327,296,3136
"(2,1);(1,0)",mov,327,377,3137
"(2,1);(1,0)",get1,328,464,3138
"(1,1);(2,0)",mov,328,456,3139
"(1,1);(2,0)",mov,328,435,3140
"(1,1);(2,0)",mov,328,437,3141
"(1,1);(2,0)",stay,328,328,3142
"(1,0);(2,1)",stay,328,328,3143
"(2,1);(1,0)",mov,328,294,3144
"(1,0);(2,1)",mov,328,295,3145
"(2,1);(1,0)",mov,328,378,3146
"(2,1);(1,0)",mov,313,460,3147
"(1,0);(2,1)",stay,313,313,3148
"(1,1);(2,0)",stay,313,313,3149
"(2,1);(1,0)",mov,313,245,3150
"(1,0);(2,1)",mov,313,319,3151
"(1,0);(2,1)",mov,313,321,3152
"(2,0);(1,1)",mov,313,312,3153
"(2,0);(1,1)",mov,314,420,3154
"(2,0);(1,1)",mov,314,402,3155
"(1,0);(2,1)",stay,314,314,3156
"(1,1);(2,0)",stay,314,314,3157
"(2,0);(1,1)",mov,314,317,3158
"(2,1);(1,0)",mov,314,288,3159
"(2,1);(1,0)",mov,315,419,3160
"(1,0);(2,1)",mov,315,401,3161
"(1,1);(2,0)",stay,315,315,3162
"(1,0);(2,1)",stay,315,315,3163
"(2,1);(1,0)",mov,315,316,3164
"(1,1);(2,0)",mov,315,290,3165
"(2,0);(1,2)",set1,316,441,3166
"(1,1);(2,0)",mov,316,419,3167
"(2,0);(1,1)",mov,316,401,3168
"(1,0);(2,1)",stay,316,316,3169
"(1,1);(2,0)",stay,316,316,3170
"(2,0);(1,1)",mov,316,315,3171
"(1,0);(2,1)",mov,316,286,3172
"(1,0);(2,1)",mov,317,420,3173
"(1,0);(2,1)",mov,317,402,3174
"(1,1);(2,0)",stay,317,317,3175
"(1,0);(2,1)",stay,317,317,3176
"(2,1);(1,0)",mov,317,314,3177
"(1,1);(2,0)",mov,317,287,3178
"(1,0);(2,1)",mov,318,408,3179
"(1,0);(2,1)",mov,318,404,3180
"(1,1);(2,0)",stay,318,318,3181
"(1,0);(2,1)",stay,318,318,3182
"(1,0);(2,1)",mov,318,321,3183
"(1,1);(2,0)",mov,318,293,3184
"(1,0);(2,1)",mov,319,410,3185
"(1,0);(2,1)",mov,319,405,3186
"(1,1);(2,0)",stay,319,319,3187
"(1,0);(2,1)",stay,319,319,3188
"(1,0);(2,1)",mov,319,320,3189
"(1,1);(2,0)",mov,319,289,3190
"(1,0);(2,1)",mov,320,410,3191
"(1,0);(2,1)",mov,320,405,3192
"(1,0);(2,1)",stay,320,320,3193
"(1,1);(2,0)",stay,320,320,3194
"(1,0);(2,1)",mov,320,319,3195
"(1,1);(2,0)",mov,320,292,3196
"(2,0);(1,1)",mov,455,511,3197
"(1,0);(2,1)",mov,455,499,3198
"(2,1);(1,0)",mov,455,432,3199
"(1,1);(2,0)",mov,455,431,3200
"(1,0);(2,1)",stay,455,455,3201
"(1,1);(2,0)",stay,455,455,3202
"(1,0);(2,1)",mov,455,453,3203
"(1,1);(2,0)",mov,455,449,3204
"(1,0);(2,1)",mov,455,377,3205
"(1,1);(2,0)",mov,456,512,3206
"(1,1);(2,0)",mov,456,510,3207
"(1,0);(2,1)",get1,456,487,3208
"(1,0);(2,1)",mov,456,428,3209
"(2,0);(1,1)",mov,456,430,3210
"(1,0);(2,1)",stay,456,456,3211
"(1,1);(2,0)",stay,456,456,3212
"(1,0);(2,1)",mov,456,374,3213
"(2,1);(1,0)",mov,456,373,3214
"(2,1);(1,0)",mov,457,514,3215
